"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"northern red oak",2018,"flowers",86288,133.636363636364,135,11,128,139,11,6.5
"northern red oak",2018,"flowers",87760,133,131,7,128,139,11,7.5
"northern red oak",2018,"Fruits",86285,234.25,227,4,200,283,83,56.75
"northern red oak",2018,"Fruits",86287,244,235,7,222,264,42,30.5
"northern red oak",2018,"Fruits",86288,264,264,1,264,264,0,0
"northern red oak",2018,"Increasing leaf size",86285,131.25,130.5,12,122,139,17,8.75
"northern red oak",2018,"Increasing leaf size",86286,132.25,133,12,125,139,14,8
"northern red oak",2018,"Increasing leaf size",86287,131.230769230769,131,13,122,139,17,8
"northern red oak",2018,"Increasing leaf size",86288,132.090909090909,131,11,125,139,14,8
"northern red oak",2018,"Increasing leaf size",87760,131,130.5,14,122,139,17,9.25
"northern red oak",2018,"leaf drop",86285,298.375,300.5,8,282,313,31,23.25
"northern red oak",2018,"leaf drop",86286,301.5,306.5,6,283,313,30,20.25
"northern red oak",2018,"leaf drop",86287,299.111111111111,305,9,282,313,31,21
"northern red oak",2018,"leaf drop",86288,304.2,308,5,282,313,31,8
"northern red oak",2018,"leaf drop",87760,290.6,287,5,282,305,23,13
"northern red oak",2018,"leafout",86285,194.244444444444,180,45,122,313,191,114
"northern red oak",2018,"leafout",86286,199.957446808511,195,47,125,313,188,114
"northern red oak",2018,"leafout",86287,191.382978723404,172,47,122,313,191,107.5
"northern red oak",2018,"leafout",86288,195.232558139535,178,43,123,313,190,114
"northern red oak",2018,"leafout",87760,186.45,175,40,122,308,186,100.25
"northern red oak",2018,"Open flowers",86285,132.8,133,10,125,139,14,7.25
"northern red oak",2018,"Open flowers",86286,134.777777777778,136,9,130,139,9,6
"northern red oak",2018,"Open flowers",86287,132.333333333333,133,6,125,137,12,7
"northern red oak",2018,"Open flowers",86288,134.777777777778,136,9,130,139,9,6
"northern red oak",2018,"Open flowers",87760,134.857142857143,136,7,129,139,10,4
"northern red oak",2018,"Pollen release (flowers)",86285,135.285714285714,136,7,131,139,8,4.5
"northern red oak",2018,"Pollen release (flowers)",86286,135.5,136,4,131,139,8,3.5
"northern red oak",2018,"Pollen release (flowers)",86287,136,136,2,135,137,2,1
"northern red oak",2018,"Pollen release (flowers)",86288,135.5,136,4,131,139,8,3.5
"northern red oak",2018,"Pollen release (flowers)",87760,137,137,2,135,139,4,2
"northern red oak",2018,"Recent fruit or seed drop",86285,285,283,3,264,308,44,22
"northern red oak",2018,"Recent fruit or seed drop",86287,269,264,3,260,283,23,11.5
"northern red oak",2018,"Recent fruit or seed drop",86288,277.333333333333,264,3,260,308,48,24
"northern red oak",2018,"Ripe fruits",86286,251,251,1,251,251,0,0
"northern red oak",2018,"Ripe fruits",86287,262,262,2,260,264,4,2
"northern red oak",2019,"budburst",86285,120.666666666667,121,3,113,128,15,7.5
"northern red oak",2019,"budburst",86286,121.75,124.5,8,110,136,26,19.25
"northern red oak",2019,"budburst",86287,111.5,111.5,2,110,113,3,1.5
"northern red oak",2019,"budburst",86288,120.25,120.5,4,110,130,20,16.25
"northern red oak",2019,"budburst",87760,111.5,111.5,2,110,113,3,1.5
"northern red oak",2019,"Colored leaves",86285,314,314,1,314,314,0,0
"northern red oak",2019,"Colored leaves",86287,314,314,1,314,314,0,0
"northern red oak",2019,"Colored leaves",86288,246,246,2,178,314,136,68
"northern red oak",2019,"flowers",86285,128.285714285714,129,7,113,138,25,10
"northern red oak",2019,"flowers",86286,135.714285714286,131,7,126,158,32,8.5
"northern red oak",2019,"flowers",86287,127.25,128.5,4,121,131,10,3.25
"northern red oak",2019,"flowers",86288,133.2,131,5,129,138,9,8
"northern red oak",2019,"flowers",87760,129.4,129,5,121,138,17,3
"northern red oak",2019,"Fruits",86285,161,161,1,161,161,0,0
"northern red oak",2019,"Fruits",86286,158.333333333333,158,3,156,161,5,2.5
"northern red oak",2019,"Fruits",86287,159.5,159.5,2,158,161,3,1.5
"northern red oak",2019,"Increasing leaf size",86285,127.5,128.5,6,118,138,20,7.75
"northern red oak",2019,"Increasing leaf size",86286,134.875,135.5,8,129,142,13,7.25
"northern red oak",2019,"Increasing leaf size",86287,131.666666666667,129,3,128,138,10,5
"northern red oak",2019,"Increasing leaf size",86288,134.875,135.5,8,129,142,13,7.25
"northern red oak",2019,"Increasing leaf size",87760,131.5,130,4,128,138,10,4
"northern red oak",2019,"leaf drop",86285,314,314,1,314,314,0,0
"northern red oak",2019,"leaf drop",86286,314,314,1,314,314,0,0
"northern red oak",2019,"leaf drop",86287,314,314,1,314,314,0,0
"northern red oak",2019,"leaf drop",86288,314,314,1,314,314,0,0
"northern red oak",2019,"leaf drop",87760,314,314,1,314,314,0,0
"northern red oak",2019,"leafout",86285,153.6,134.5,10,118,314,196,24.75
"northern red oak",2019,"leafout",86286,153.909090909091,155,22,118,190,72,42
"northern red oak",2019,"leafout",86287,172.111111111111,138,9,128,314,186,30
"northern red oak",2019,"leafout",86288,163.75,157,20,129,314,185,41.25
"northern red oak",2019,"leafout",87760,143.666666666667,138,9,128,161,33,25
"northern red oak",2019,"Open flowers",86285,138,138,2,138,138,0,0
"northern red oak",2019,"Open flowers",86286,141.25,138,4,131,158,27,6.75
"northern red oak",2019,"Open flowers",86287,131,131,1,131,131,0,0
"northern red oak",2019,"Open flowers",86288,134.25,134.5,4,130,138,8,7.25
"northern red oak",2019,"Open flowers",87760,129.5,129.5,2,128,131,3,1.5
"northern red oak",2019,"Pollen release (flowers)",86286,138,138,2,138,138,0,0
"northern red oak",2019,"Pollen release (flowers)",86287,131,131,1,131,131,0,0
"northern red oak",2019,"Recent fruit or seed drop",86287,252,252,1,252,252,0,0
"northern red oak",2019,"Recent fruit or seed drop",87760,279,279,1,279,279,0,0
"northern red oak",2020,"budburst",86285,126,126,1,126,126,0,0
"northern red oak",2020,"budburst",86287,102,102,1,102,102,0,0
"northern red oak",2020,"Fruits",86287,264,264,1,264,264,0,0
"northern red oak",2020,"Fruits",86288,264,264,1,264,264,0,0
"northern red oak",2020,"Fruits",87760,264,264,1,264,264,0,0
"northern red oak",2020,"leaf drop",87760,305,305,1,305,305,0,0
"northern red oak",2020,"leafout",86286,264,264,1,264,264,0,0
"northern red oak",2020,"leafout",86288,264,264,1,264,264,0,0
"northern red oak",2020,"Recent fruit or seed drop",86286,299,299,1,299,299,0,0
"northern red oak",2020,"Recent fruit or seed drop",86287,234,234,1,234,234,0,0
"northern red oak",2020,"Ripe fruits",86288,263.5,263.5,2,263,264,1,0.5
"northern red oak",2020,"Ripe fruits",87760,264,264,1,264,264,0,0
"pignut hickory",2016,"budburst",86262,130.5,130.5,2,130,131,1,0.5
"pignut hickory",2016,"budburst",86263,126,125,3,122,131,9,4.5
"pignut hickory",2016,"budburst",86264,120.2,122,5,110,131,21,12
"pignut hickory",2016,"budburst",86265,129.333333333333,131,3,125,132,7,3.5
"pignut hickory",2016,"budburst",86266,125.538461538462,125,13,118,134,16,8
"pignut hickory",2016,"Colored leaves",86262,306,306,1,306,306,0,0
"pignut hickory",2016,"Colored leaves",86263,301.5,301.5,2,297,306,9,4.5
"pignut hickory",2016,"Colored leaves",86264,306,306,1,306,306,0,0
"pignut hickory",2016,"Colored leaves",86265,301.5,301.5,2,297,306,9,4.5
"pignut hickory",2016,"Colored leaves",86266,301.5,301.5,2,297,306,9,4.5
"pignut hickory",2016,"flowers",86262,149,148.5,6,143,156,13,8.25
"pignut hickory",2016,"flowers",86263,134.5,131.5,6,122,150,28,16.75
"pignut hickory",2016,"flowers",86264,130,130,1,130,130,0,0
"pignut hickory",2016,"flowers",86265,139.833333333333,139.5,6,130,150,20,17.25
"pignut hickory",2016,"flowers",86266,133.0625,130.5,16,118,150,32,18.25
"pignut hickory",2016,"Fruits",86266,190.6,187,5,150,230,80,74
"pignut hickory",2016,"Increasing leaf size",86262,146,145.5,4,143,150,7,4
"pignut hickory",2016,"Increasing leaf size",86263,126.333333333333,125,3,122,132,10,5
"pignut hickory",2016,"Increasing leaf size",86264,135.2,132,5,122,150,28,22
"pignut hickory",2016,"Increasing leaf size",86265,132,132,1,132,132,0,0
"pignut hickory",2016,"Increasing leaf size",86266,134.166666666667,131.5,12,124,150,26,16.75
"pignut hickory",2016,"leaf drop",86263,297,297,1,297,297,0,0
"pignut hickory",2016,"leaf drop",86265,297,297,1,297,297,0,0
"pignut hickory",2016,"leaf drop",86266,297,297,1,297,297,0,0
"pignut hickory",2016,"leafout",86262,168.625,149.5,8,143,306,163,8.25
"pignut hickory",2016,"leafout",86263,167.7,139.5,10,118,306,188,23.25
"pignut hickory",2016,"leafout",86264,153.333333333333,132,9,118,306,188,24
"pignut hickory",2016,"leafout",86265,173.222222222222,147,9,122,306,184,19
"pignut hickory",2016,"leafout",86266,162.954545454545,143.5,22,122,306,184,36.5
"pignut hickory",2016,"Open flowers",86262,146.25,146.5,4,142,150,8,7.25
"pignut hickory",2016,"Open flowers",86263,140.25,140.5,4,130,150,20,19.25
"pignut hickory",2016,"Open flowers",86264,130,130,1,130,130,0,0
"pignut hickory",2016,"Open flowers",86265,150,150,2,150,150,0,0
"pignut hickory",2016,"Open flowers",86266,140.4,144,5,130,150,20,16
"pignut hickory",2016,"Pollen release (flowers)",86262,150,150,1,150,150,0,0
"pignut hickory",2016,"Pollen release (flowers)",86263,150,150,1,150,150,0,0
"pignut hickory",2016,"Pollen release (flowers)",86265,149.666666666667,150,3,149,150,1,0.5
"pignut hickory",2016,"Pollen release (flowers)",86266,148,149,5,144,150,6,3
"pignut hickory",2016,"Recent fruit or seed drop",86262,273,273,1,273,273,0,0
"pignut hickory",2016,"Recent fruit or seed drop",86266,230,230,2,230,230,0,0
"pignut hickory",2016,"Ripe fruits",86266,230,230,2,230,230,0,0
"pignut hickory",2017,"budburst",86262,125,125,6,118,135,17,5.75
"pignut hickory",2017,"budburst",86263,115.166666666667,117.5,12,102,126,24,6.25
"pignut hickory",2017,"budburst",86264,113.066666666667,110,15,100,134,34,13
"pignut hickory",2017,"budburst",86265,115.111111111111,117.5,18,100,135,35,17.5
"pignut hickory",2017,"budburst",86266,117.48,117,25,100,141,41,14
"pignut hickory",2017,"Colored leaves",86262,291.333333333333,303,9,251,342,91,55
"pignut hickory",2017,"Colored leaves",86263,288.5,290,16,253,313,60,24.25
"pignut hickory",2017,"Colored leaves",86264,276.5,273,12,253,306,53,45.75
"pignut hickory",2017,"Colored leaves",86265,290.5625,301,16,253,313,60,23.5
"pignut hickory",2017,"Colored leaves",86266,288.857142857143,296.5,14,253,313,60,30.5
"pignut hickory",2017,"flowers",86262,131,131,2,127,135,8,4
"pignut hickory",2017,"flowers",86263,127.076923076923,126,13,113,141,28,15
"pignut hickory",2017,"flowers",86264,135,135,1,135,135,0,0
"pignut hickory",2017,"flowers",86265,132.071428571429,132.5,14,118,153,35,11.25
"pignut hickory",2017,"flowers",86266,132.857142857143,131,21,117,155,38,17
"pignut hickory",2017,"Fruits",86262,252.2,253,5,251,253,2,2
"pignut hickory",2017,"Fruits",86263,219.785714285714,227,14,173,253,80,45.25
"pignut hickory",2017,"Fruits",86264,249.142857142857,253,7,182,301,119,69
"pignut hickory",2017,"Fruits",86265,230.357142857143,237,14,173,302,129,47.25
"pignut hickory",2017,"Fruits",86266,221.692307692308,234,26,148,301,153,57.75
"pignut hickory",2017,"Increasing leaf size",86262,129.333333333333,127,3,126,135,9,4.5
"pignut hickory",2017,"Increasing leaf size",86263,129,127,11,118,141,23,11.5
"pignut hickory",2017,"Increasing leaf size",86264,129.777777777778,131,9,117,141,24,9
"pignut hickory",2017,"Increasing leaf size",86265,132,132.5,12,124,141,17,9.25
"pignut hickory",2017,"Increasing leaf size",86266,136.388888888889,132.5,18,117,191,74,15.25
"pignut hickory",2017,"leaf drop",86263,289.75,286.5,4,285,301,16,6.25
"pignut hickory",2017,"leaf drop",86264,271.142857142857,260,7,253,301,48,33
"pignut hickory",2017,"leaf drop",86265,299.6,301,5,288,306,18,1
"pignut hickory",2017,"leaf drop",86266,279.2,288,5,253,301,48,48
"pignut hickory",2017,"leafout",86262,228.411764705882,253,17,120,342,222,176
"pignut hickory",2017,"leafout",86263,207.046511627907,197,43,118,313,195,149.5
"pignut hickory",2017,"leafout",86264,193.315789473684,135,19,117,301,184,129
"pignut hickory",2017,"leafout",86265,211.925,229,40,118,313,195,154.25
"pignut hickory",2017,"leafout",86266,196.096774193548,163,62,117,313,196,116.5
"pignut hickory",2017,"Open flowers",86262,135,135,1,135,135,0,0
"pignut hickory",2017,"Open flowers",86263,132.333333333333,131,6,124,141,17,13.25
"pignut hickory",2017,"Open flowers",86264,137,137,2,135,139,4,2
"pignut hickory",2017,"Open flowers",86265,142.5,141,4,135,153,18,4.5
"pignut hickory",2017,"Open flowers",86266,133.333333333333,134,9,126,141,15,7
"pignut hickory",2017,"Pollen release (flowers)",86263,126.5,126.5,2,126,127,1,0.5
"pignut hickory",2017,"Recent fruit or seed drop",86262,253,253,2,253,253,0,0
"pignut hickory",2017,"Recent fruit or seed drop",86263,261.75,253,4,253,288,35,8.75
"pignut hickory",2017,"Recent fruit or seed drop",86264,272.166666666667,262.5,6,253,301,48,40.75
"pignut hickory",2017,"Recent fruit or seed drop",86265,269.666666666667,262.5,6,253,302,49,28.75
"pignut hickory",2017,"Recent fruit or seed drop",86266,263.4,253,5,253,286,33,19
"pignut hickory",2017,"Ripe fruits",86262,253,253,3,253,253,0,0
"pignut hickory",2017,"Ripe fruits",86263,280,280,2,272,288,16,8
"pignut hickory",2017,"Ripe fruits",86264,276,272,5,253,301,48,48
"pignut hickory",2017,"Ripe fruits",86265,287,287,2,272,302,30,15
"pignut hickory",2017,"Ripe fruits",86266,259.333333333333,253,3,253,272,19,9.5
"pignut hickory",2018,"budburst",86262,124.5,124.5,4,123,126,3,3
"pignut hickory",2018,"budburst",86263,121.857142857143,122,7,118,126,8,2.5
"pignut hickory",2018,"budburst",86264,122.285714285714,122,7,119,126,7,1.5
"pignut hickory",2018,"budburst",86265,122.75,123,4,119,126,7,1.75
"pignut hickory",2018,"budburst",86266,122.5,122.5,6,119,126,7,1
"pignut hickory",2018,"Colored leaves",86262,281.5,280.5,6,258,303,45,9
"pignut hickory",2018,"Colored leaves",86263,277.545454545455,278,11,258,307,49,11.5
"pignut hickory",2018,"Colored leaves",86264,277.2,279,5,258,289,31,4
"pignut hickory",2018,"Colored leaves",86265,278,278.5,10,258,307,49,13
"pignut hickory",2018,"Colored leaves",86266,278,278.5,10,258,307,49,13
"pignut hickory",2018,"flowers",86262,140,142.5,4,126,149,23,11
"pignut hickory",2018,"flowers",86263,134.5,132.5,6,122,149,27,22
"pignut hickory",2018,"flowers",86265,141.6,146,5,126,149,23,9
"pignut hickory",2018,"flowers",86266,134.5,132.5,6,122,149,27,22
"pignut hickory",2018,"Fruits",86262,245.5625,245.5,16,171,303,132,55
"pignut hickory",2018,"Fruits",86263,237.173913043478,242,23,171,289,118,55
"pignut hickory",2018,"Fruits",86264,231.6875,238,16,153,289,136,62.75
"pignut hickory",2018,"Fruits",86265,236.307692307692,240.5,26,171,307,136,64
"pignut hickory",2018,"Fruits",86266,231.222222222222,242,27,159,289,130,72
"pignut hickory",2018,"Increasing leaf size",86262,142,139,5,138,149,11,8
"pignut hickory",2018,"Increasing leaf size",86263,134.166666666667,132.5,6,122,149,27,20.5
"pignut hickory",2018,"Increasing leaf size",86264,135.8,139,5,122,149,27,23
"pignut hickory",2018,"Increasing leaf size",86265,142.6,146,5,126,153,27,10
"pignut hickory",2018,"Increasing leaf size",86266,133,126,7,122,149,27,18
"pignut hickory",2018,"leaf drop",86262,276.5,273.5,4,256,303,47,35
"pignut hickory",2018,"leaf drop",86263,279,277.5,6,258,307,49,19.75
"pignut hickory",2018,"leaf drop",86264,267.666666666667,258,3,256,289,33,16.5
"pignut hickory",2018,"leaf drop",86265,281,277,4,263,307,44,29
"pignut hickory",2018,"leaf drop",86266,281,281,5,263,307,44,24
"pignut hickory",2018,"leafout",86262,209.84,221,25,126,303,177,109
"pignut hickory",2018,"leafout",86263,207.8,211,40,122,307,185,111
"pignut hickory",2018,"leafout",86264,201.521739130435,202,23,122,289,167,98
"pignut hickory",2018,"leafout",86265,210.648648648649,218,37,123,307,184,105
"pignut hickory",2018,"leafout",86266,209.727272727273,219.5,44,122,307,185,113.5
"pignut hickory",2018,"Open flowers",86262,147.5,147.5,2,146,149,3,1.5
"pignut hickory",2018,"Open flowers",86265,147.5,147.5,2,146,149,3,1.5
"pignut hickory",2018,"Pollen release (flowers)",86263,202,202,1,202,202,0,0
"pignut hickory",2018,"Pollen release (flowers)",86264,202,202,1,202,202,0,0
"pignut hickory",2018,"Pollen release (flowers)",86265,147.5,147.5,2,146,149,3,1.5
"pignut hickory",2018,"Recent fruit or seed drop",86262,296,296,2,289,303,14,7
"pignut hickory",2018,"Recent fruit or seed drop",86263,270.555555555556,267,9,245,307,62,23
"pignut hickory",2018,"Recent fruit or seed drop",86264,273.5,273.5,2,258,289,31,15.5
"pignut hickory",2018,"Recent fruit or seed drop",86265,270.555555555556,267,9,245,307,62,23
"pignut hickory",2018,"Recent fruit or seed drop",86266,271.909090909091,273,11,245,307,62,11.5
"pignut hickory",2018,"Ripe fruits",86262,291.333333333333,289,3,282,303,21,10.5
"pignut hickory",2018,"Ripe fruits",86263,267.777777777778,267,9,245,289,44,23
"pignut hickory",2018,"Ripe fruits",86264,276.333333333333,282,3,258,289,31,15.5
"pignut hickory",2018,"Ripe fruits",86265,271.7,270.5,10,245,307,62,22
"pignut hickory",2018,"Ripe fruits",86266,267.777777777778,267,9,245,289,44,23
"pignut hickory",2019,"budburst",86262,122,121,11,111,139,28,10
"pignut hickory",2019,"budburst",86263,120.466666666667,121,15,109,139,30,9.5
"pignut hickory",2019,"budburst",86264,116.454545454545,117,11,109,124,15,10
"pignut hickory",2019,"budburst",86265,117.647058823529,119,17,96,139,43,13
"pignut hickory",2019,"budburst",86266,117.45,116,20,91,139,48,13
"pignut hickory",2019,"Colored leaves",86262,282.285714285714,287,7,263,297,34,27.5
"pignut hickory",2019,"Colored leaves",86263,274.5,268.5,10,253,297,44,31.5
"pignut hickory",2019,"Colored leaves",86264,270.333333333333,263.5,12,248,297,49,34.5
"pignut hickory",2019,"Colored leaves",86265,284.846153846154,285,13,261,317,56,33
"pignut hickory",2019,"Colored leaves",86266,268.307692307692,263,13,244,297,53,34
"pignut hickory",2019,"flowers",86262,140.375,137.5,8,128,155,27,19.25
"pignut hickory",2019,"flowers",86263,130.857142857143,132,7,117,140,23,11.5
"pignut hickory",2019,"flowers",86264,133.75,134,4,128,139,11,5.75
"pignut hickory",2019,"flowers",86265,132.7,131.5,10,117,155,38,10.25
